FREE_Wi-Fi_and_TOKYO,観光案内標識No.2（中央区銀座4-2）,東京都中央区銀座4-2,35.672418,139.763633
FREE_Wi-Fi_and_TOKYO,観光案内標識（中央区銀座5-3）,東京都中央区銀座5-3,35.672278,139.76312
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区西浅草1-4）,東京都台東区西浅草1-4,35.710376,139.788491
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区上野4-10）,東京都台東区上野4-10,35.711182,139.774024
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区上野7-1）,東京都台東区上野7-1,35.711753,139.775008
FREE_Wi-Fi_and_TOKYO,観光案内標識（千代田区丸の内2-7）,東京都千代田区丸の内2-7,35.678054,139.763734
FREE_Wi-Fi_and_TOKYO,観光案内標識（千代田区有楽町1-6）,東京都千代田区有楽町1-6,35.673851,139.760934
FREE_Wi-Fi_and_TOKYO,観光案内標識（千代田区外神田4-7）,東京都千代田区外神田4-7,35.702631,139.771811
FREE_Wi-Fi_and_TOKYO,観光案内標識（渋谷区神宮前3-25）,東京都渋谷区神宮前3-25,35.671766,139.708036
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂1-11）,東京都港区赤坂1-11,35.669003,139.741099
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区六本木6-2）,東京都港区六本木6-2,35.662147,139.730261
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区南青山5-1）,東京都港区南青山5-1,35.664623,139.713349
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂2-11）,東京都港区赤坂2-11,35.669953,139.741303
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂5-4）,東京都港区赤坂5-4,35.671387,139.735408
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂6-1）,東京都港区赤坂6-1,35.671681,139.735837
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂9-7）,東京都港区赤坂9-7,35.664466,139.731039
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区西麻布1-1）,東京都港区西麻布1-1,35.661581,139.728241
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区六本木7-18）,東京都港区六本木1-18,35.661703,139.728665
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区東麻布3-8）,東京都港区東麻布3-8,35.656316,139.737452
FREE_Wi-Fi_and_TOKYO,観光案内標識（中央区築地2-13）,東京都中央区築地2-13,35.667552,139.771693
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区雷門2-20）,東京都台東区雷門2-20,35.710537,139.797946
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区西浅草1-1）,東京都台東区西浅草1-1,35.710086,139.791396
FREE_Wi-Fi_and_TOKYO,観光案内標識（台東区西浅草1-8）,東京都台東区西浅草1-8,35.711472,139.791858
FREE_Wi-Fi_and_TOKYO,観光案内標識（千代田区丸の内1-9）,東京都千代田区丸の内1-9,35.680225,139.765465
FREE_Wi-Fi_and_TOKYO,観光案内標識（渋谷区千駄ヶ谷4-7）,東京都渋谷区千駄ヶ谷4-7,35.679139,139.705075
FREE_Wi-Fi_and_TOKYO,観光案内標識（渋谷区恵比寿1-8）,東京都渋谷区恵比寿1-8,35.648086,139.709927
FREE_Wi-Fi_and_TOKYO,観光案内標識（渋谷区東3-25）,東京都渋谷区東3-25,35.648461,139.710195
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区赤坂2-14）,東京都港区赤坂2-14,35.672707,139.737259
FREE_Wi-Fi_and_TOKYO,観光案内標識No.1（港区麻布十番1-4）,東京都港区麻布十番1-4,35.656982,139.734312
FREE_Wi-Fi_and_TOKYO,観光案内標識No.2（港区麻布十番1-4）,東京都港区麻布十番1-4,35.656798,139.735122
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区麻布十番1-6）,東京都港区麻布十番1-6,35.656799,139.734324
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区六本木1-6）,東京都港区六本木1-6,35.66397,139.7388
FREE_Wi-Fi_and_TOKYO,観光案内標識（港区六本木4-9）,東京都港区六本木4-9,35.663666,139.732817
FREE_Wi-Fi_and_TOKYO,観光案内標識（江東区青海1-2）,東京都江東区青海1-2,35.626891,139.778457
FREE_Wi-Fi_and_TOKYO,元町港船客待合所,大島町元町一丁目18番地3,34.751962,139.352529
FREE_Wi-Fi_and_TOKYO,利島港船客待合所,利島村字東山二号2439番地,34.532111,139.280396
FREE_Wi-Fi_and_TOKYO,新島港船客待合所,新島村字黒根1番地,34.367412,139.244051
FREE_Wi-Fi_and_TOKYO,新島空港ターミナル,新島村字川原,34.370104,139.26909
FREE_Wi-Fi_and_TOKYO,神津島港船客待合所,神津島村37番地先,34.202126,139.154596
FREE_Wi-Fi_and_TOKYO,三浦漁港船客待合所,神津島村字榎木が沢13番地先,34.202244,139.154203
FREE_Wi-Fi_and_TOKYO,神津島空港ターミナル,神津島村字金長,34.190051,139.134805
FREE_Wi-Fi_and_TOKYO,三池港船客待合所,三宅村坪田1259番地,34.079778,139.563655
FREE_Wi-Fi_and_TOKYO,阿古漁港船客待合所,三宅村阿古672番地3,34.067964,139.480089
FREE_Wi-Fi_and_TOKYO,三宅島空港ターミナル,三宅島三宅村坪田１３７８番,34.073627,139.559118
FREE_Wi-Fi_and_TOKYO,御蔵島港船客待合所,御蔵島村字下こだし200番地先,33.895687,139.589323
FREE_Wi-Fi_and_TOKYO,八重根港船客待合所,八丈町大賀郷542番地9,33.097462,139.770317
FREE_Wi-Fi_and_TOKYO,青ヶ島港船客待合所,青ヶ島村無番地,32.447894,139.759143
